Order ID	Product	Quantity Ordered	Price Each	Order Date	Purchase Address
210031	AAA Batteries (4-pack)	1	2.99	06/08/19 11:01	641 Lincoln St, Portland, OR 97035
210032	AA Batteries (4-pack)	1	3.84	06/27/19 11:59	569 4th St, Atlanta, GA 30301
210033	AA Batteries (4-pack)	2	3.84	06/15/19 18:25	749 North St, New York City, NY 10001
210034	27in 4K Gaming Monitor	1	389.99	06/14/19 18:07	476 1st St, Atlanta, GA 30301
210035	27in FHD Monitor	1	149.99	06/30/19 14:02	386 1st St, Dallas, TX 75001
210036	AA Batteries (4-pack)	1	3.84	06/08/19 19:05	598 Meadow St, Boston, MA 02215
210037	AAA Batteries (4-pack)	1	2.99	06/26/19 09:53	524 6th St, New York City, NY 10001
210038	ThinkPad Laptop	1	999.99	06/15/19 14:49	443 Maple St, New York City, NY 10001
210039	AAA Batteries (4-pack)	1	2.99	06/10/19 09:08	988 Maple St, Dallas, TX 75001
210040	AA Batteries (4-pack)	1	3.84	06/29/19 14:30	711 1st St, San Francisco, CA 94016
210041	27in FHD Monitor	1	149.99	06/17/19 21:31	225 West St, Atlanta, GA 30301
210042	Flatscreen TV	1	300.0	06/21/19 06:28	325 Park St, Portland, OR 97035
210043	Apple Airpods Headphones	1	150.0	06/16/19 23:20	395 Main St, Seattle, WA 98101
210044	Apple Airpods Headphones	1	150.0	06/14/19 00:28	372 Spruce St, Portland, OR 97035
210045	Bose SoundSport Headphones	1	99.99	06/03/19 19:58	287 Cedar St, Boston, MA 02215
210046	Apple Airpods Headphones	1	150.0	06/15/19 11:08	816 1st St, San Francisco, CA 94016
210047	34in Ultrawide Monitor	1	379.99	06/06/19 18:53	973 Lakeview St, San Francisco, CA 94016
210048	Wired Headphones	1	11.99	06/05/19 07:41	314 Ridge St, San Francisco, CA 94016
210049	ThinkPad Laptop	1	999.99	06/20/19 18:20	993 6th St, San Francisco, CA 94016
210050	Bose SoundSport Headphones	1	99.99	06/13/19 11:24	271 13th St, New York City, NY 10001
210051	iPhone	1	700.0	06/11/19 16:15	784 Pine St, Austin, TX 73301
210052	USB-C Charging Cable	1	11.95	06/18/19 14:01	24 Main St, Seattle, WA 98101
210053	Lightning Charging Cable	1	14.95	06/04/19 11:55	68 Lake St, Los Angeles, CA 90001
210054	Lightning Charging Cable	1	14.95	06/22/19 18:26	175 6th St, Los Angeles, CA 90001
210055	Apple Airpods Headphones	1	150.0	06/17/19 20:00	575 Wilson St, Portland, ME 04101
210056	Macbook Pro Laptop	1	1700.0	06/09/19 00:13	171 Lakeview St, Seattle, WA 98101
210057	AAA Batteries (4-pack)	2	2.99	06/19/19 09:23	82 2nd St, Boston, MA 02215
210058	Lightning Charging Cable	1	14.95	06/12/19 14:17	641 1st St, Austin, TX 73301
210059	27in FHD Monitor	1	149.99	06/06/19 18:50	902 Hickory St, Los Angeles, CA 90001
210060	USB-C Charging Cable	1	11.95	06/06/19 20:24	592 Elm St, Portland, OR 97035
210061	Flatscreen TV	1	300.0	06/28/19 23:36	975 Elm St, San Francisco, CA 94016
210062	AAA Batteries (4-pack)	1	2.99	06/04/19 14:37	709 Church St, New York City, NY 10001
210063	Lightning Charging Cable	1	14.95	06/19/19 23:19	77 Highland St, Atlanta, GA 30301
210064	Lightning Charging Cable	1	14.95	06/16/19 20:39	101 Lincoln St, Atlanta, GA 30301
210065	Lightning Charging Cable	1	14.95	06/20/19 15:11	490 River St, San Francisco, CA 94016
210066	iPhone	1	700.0	06/07/19 12:07	691 Cherry St, Dallas, TX 75001
210067	Wired Headphones	1	11.99	06/16/19 15:47	471 Lincoln St, Los Angeles, CA 90001
210068	AA Batteries (4-pack)	1	3.84	06/09/19 16:40	868 6th St, San Francisco, CA 94016
210069	Google Phone	1	600.0	06/11/19 06:26	743 2nd St, New York City, NY 10001
210070	AAA Batteries (4-pack)	1	2.99	06/19/19 17:05	977 Johnson St, San Francisco, CA 94016
210071	Lightning Charging Cable	1	14.95	06/10/19 17:31	988 Pine St, Portland, OR 97035
210072	AA Batteries (4-pack)	2	3.84	06/19/19 16:07	921 4th St, San Francisco, CA 94016
210073	Bose SoundSport Headphones	1	99.99	06/14/19 17:21	400 Johnson St, Dallas, TX 75001
210074	AA Batteries (4-pack)	2	3.84	06/25/19 10:06	794 Wilson St, Los Angeles, CA 90001
210075	USB-C Charging Cable	1	11.95	06/07/19 14:29	216 Main St, Los Angeles, CA 90001
210076	AA Batteries (4-pack)	1	3.84	06/16/19 22:58	168 Washington St, New York City, NY 10001
210077	Wired Headphones	1	11.99	06/15/19 07:33	357 8th St, San Francisco, CA 94016
210078	ThinkPad Laptop	1	999.99	06/08/19 17:12	981 Chestnut St, Portland, OR 97035
210079	LG Dryer	1	600.0	06/10/19 16:48	516 Park St, San Francisco, CA 94016
210080	AAA Batteries (4-pack)	1	2.99	06/24/19 21:20	280 Spruce St, Austin, TX 73301
210081	Bose SoundSport Headphones	1	99.99	06/01/19 21:29	354 Dogwood St, Atlanta, GA 30301
210082	USB-C Charging Cable	1	11.95	06/02/19 15:26	119 11th St, Los Angeles, CA 90001
210083	Lightning Charging Cable	1	14.95	06/05/19 09:51	468 12th St, Boston, MA 02215
210084	ThinkPad Laptop	1	999.99	06/11/19 18:16	696 Adams St, Los Angeles, CA 90001
210085	27in FHD Monitor	1	149.99	06/08/19 19:13	425 13th St, Austin, TX 73301
210086	34in Ultrawide Monitor	1	379.99	06/02/19 21:09	550 Lake St, San Francisco, CA 94016
210087	Lightning Charging Cable	1	14.95	06/30/19 12:11	720 Dogwood St, San Francisco, CA 94016
210088	Wired Headphones	1	11.99	06/18/19 18:37	619 7th St, Austin, TX 73301
210089	USB-C Charging Cable	1	11.95	06/24/19 19:10	177 8th St, Los Angeles, CA 90001
210090	AAA Batteries (4-pack)	3	2.99	06/29/19 15:43	534 Johnson St, Portland, OR 97035
210091	Macbook Pro Laptop	1	1700	06/03/19 05:39	238 5th St, San Francisco, CA 94016
210092	USB-C Charging Cable	1	11.95	06/02/19 19:52	359 Jefferson St, San Francisco, CA 94016
210093	Apple Airpods Headphones	1	150	06/04/19 08:52	2 Hill St, San Francisco, CA 94016
210094	AAA Batteries (4-pack)	1	2.99	06/06/19 11:55	968 2nd St, Austin, TX 73301
210095	AAA Batteries (4-pack)	2	2.99	06/27/19 14:01	930 North St, Atlanta, GA 30301
210096	27in FHD Monitor	1	149.99	06/10/19 10:17	126 8th St, Atlanta, GA 30301
210097	Lightning Charging Cable	1	14.95	06/07/19 12:26	399 Spruce St, Seattle, WA 98101
210098	AAA Batteries (4-pack)	1	2.99	06/06/19 00:11	587 Adams St, San Francisco, CA 94016
210099	Lightning Charging Cable	2	14.95	06/17/19 20:56	362 Highland St, Seattle, WA 98101
210100	Apple Airpods Headphones	1	150	06/27/19 09:30	550 7th St, New York City, NY 10001
210101	Vareebadd Phone	1	400	06/05/19 13:53	944 Hickory St, Los Angeles, CA 90001
210102	Wired Headphones	1	11.99	06/17/19 09:05	275 Forest St, San Francisco, CA 94016
210103	Google Phone	1	600	06/01/19 17:58	626 12th St, Los Angeles, CA 90001
210104	Bose SoundSport Headphones	1	99.99	06/14/19 16:51	324 Lake St, Los Angeles, CA 90001
210105	AA Batteries (4-pack)	3	3.84	06/19/19 20:22	445 11th St, Boston, MA 02215
210106	Wired Headphones	2	11.99	06/12/19 20:04	531 Johnson St, Austin, TX 73301
210107	Lightning Charging Cable	1	14.95	06/13/19 07:19	325 Jefferson St, Los Angeles, CA 90001
210108	27in FHD Monitor	1	149.99	06/25/19 12:37	859 Center St, San Francisco, CA 94016
210109	Lightning Charging Cable	1	14.95	06/24/19 12:04	820 West St, Boston, MA 02215
210110	Apple Airpods Headphones	1	150	06/13/19 18:26	194 Hill St, Portland, OR 97035
210111	Lightning Charging Cable	1	14.95	06/12/19 20:58	792 9th St, Boston, MA 02215
210112	USB-C Charging Cable	1	11.95	06/05/19 21:44	838 Center St, San Francisco, CA 94016
210113	USB-C Charging Cable	1	11.95	06/30/19 18:44	258 Hickory St, Seattle, WA 98101
210114	Wired Headphones	1	11.99	06/20/19 07:19	559 Walnut St, San Francisco, CA 94016
210115	Apple Airpods Headphones	1	150	06/04/19 19:16	85 6th St, Boston, MA 02215
210116	Bose SoundSport Headphones	1	99.99	06/13/19 21:52	65 Elm St, San Francisco, CA 94016
210117	Bose SoundSport Headphones	1	99.99	06/25/19 17:23	371 9th St, New York City, NY 10001
210118	Bose SoundSport Headphones	1	99.99	06/23/19 12:29	208 1st St, San Francisco, CA 94016
210119	Wired Headphones	2	11.99	06/24/19 18:02	800 River St, Los Angeles, CA 90001
210120	AA Batteries (4-pack)	1	3.84	06/28/19 11:00	316 Sunset St, Dallas, TX 75001
210121	Wired Headphones	1	11.99	06/10/19 17:13	330 Lake St, Boston, MA 02215
210122	AA Batteries (4-pack)	1	3.84	06/27/19 21:23	448 Jefferson St, Dallas, TX 75001
210123	AAA Batteries (4-pack)	1	2.99	06/01/19 22:36	194 12th St, San Francisco, CA 94016
210124	Wired Headphones	1	11.99	06/13/19 10:16	256 Washington St, Portland, ME 04101
210125	Apple Airpods Headphones	1	150	06/01/19 11:02	889 Sunset St, Boston, MA 02215
210126	20in Monitor	1	109.99	06/21/19 18:51	803 Pine St, Los Angeles, CA 90001
210127	AA Batteries (4-pack)	1	3.84	06/15/19 11:23	592 Jackson St, San Francisco, CA 94016
210128	Lightning Charging Cable	1	14.95	06/08/19 07:20	880 Jackson St, New York City, NY 10001
210129	USB-C Charging Cable	1	11.95	06/11/19 12:13	36 6th St, Atlanta, GA 30301
210130	AAA Batteries (4-pack)	5	2.99	06/11/19 10:26	714 Lincoln St, San Francisco, CA 94016
210131	AA Batteries (4-pack)	1	3.84	06/29/19 10:16	653 Maple St, San Francisco, CA 94016
210132	Apple Airpods Headphones	2	150	06/18/19 21:24	127 5th St, San Francisco, CA 94016
210133	AA Batteries (4-pack)	2	3.84	06/26/19 19:19	712 Park St, Seattle, WA 98101
210134	AA Batteries (4-pack)	1	3.84	06/17/19 11:40	362 Chestnut St, Portland, OR 97035
210135	Wired Headphones	2	11.99	06/26/19 23:56	557 Dogwood St, San Francisco, CA 94016
210136	Wired Headphones	1	11.99	06/12/19 22:13	554 Dogwood St, Dallas, TX 75001
210137	AA Batteries (4-pack)	1	3.84	06/18/19 20:05	479 2nd St, Los Angeles, CA 90001
210138	27in 4K Gaming Monitor	1	389.99	06/25/19 17:58	445 Wilson St, San Francisco, CA 94016
210139	AA Batteries (4-pack)	1	3.84	06/02/19 20:55	572 Elm St, Boston, MA 02215
210140	AA Batteries (4-pack)	1	3.84	06/18/19 13:54	746 Lincoln St, Los Angeles, CA 90001
210141	Bose SoundSport Headphones	1	99.99	06/15/19 18:45	6 Lake St, Los Angeles, CA 90001
210142	Flatscreen TV	1	300	06/24/19 18:26	669 7th St, San Francisco, CA 94016
210143	Bose SoundSport Headphones	1	99.99	06/25/19 10:05	777 Ridge St, Atlanta, GA 30301
210144	27in 4K Gaming Monitor	1	389.99	06/17/19 15:19	255 5th St, Portland, OR 97035
210145	20in Monitor	1	109.99	06/28/19 22:20	860 Washington St, Atlanta, GA 30301
210146	AA Batteries (4-pack)	1	3.84	06/25/19 20:20	199 7th St, San Francisco, CA 94016
210147	Bose SoundSport Headphones	1	99.99	06/12/19 22:37	144 Maple St, Austin, TX 73301
210148	20in Monitor	1	109.99	06/16/19 07:24	710 Washington St, Atlanta, GA 30301
210149	USB-C Charging Cable	1	11.95	06/14/19 17:09	978 Walnut St, Atlanta, GA 30301
210150	27in FHD Monitor	1	149.99	06/11/19 13:10	149 Pine St, San Francisco, CA 94016
210151	USB-C Charging Cable	1	11.95	06/10/19 21:51	655 1st St, Los Angeles, CA 90001
210152	AAA Batteries (4-pack)	2	2.99	06/20/19 22:11	937 10th St, Portland, OR 97035
210153	Lightning Charging Cable	2	14.95	06/09/19 14:58	305 Cherry St, New York City, NY 10001
210154	iPhone	1	700	06/02/19 16:07	273 Madison St, New York City, NY 10001
210155	AAA Batteries (4-pack)	1	2.99	06/08/19 18:33	636 West St, New York City, NY 10001
210156	USB-C Charging Cable	1	11.95	06/02/19 11:37	333 13th St, Los Angeles, CA 90001
210157	AA Batteries (4-pack)	1	3.84	06/20/19 08:46	697 West St, San Francisco, CA 94016
210158	27in 4K Gaming Monitor	1	389.99	06/12/19 11:50	65 Hill St, San Francisco, CA 94016
210159	Wired Headphones	1	11.99	06/12/19 13:43	488 Johnson St, Dallas, TX 75001
210160	Macbook Pro Laptop	1	1700	06/18/19 13:22	711 Ridge St, New York City, NY 10001
210161	Apple Airpods Headphones	1	150	06/27/19 19:24	549 5th St, Boston, MA 02215
210162	Macbook Pro Laptop	1	1700	06/20/19 21:02	237 Maple St, Seattle, WA 98101
210163	USB-C Charging Cable	1	11.95	06/16/19 13:57	584 Meadow St, San Francisco, CA 94016
210164	AAA Batteries (4-pack)	1	2.99	06/06/19 20:05	861 Walnut St, Portland, OR 97035
210165	27in FHD Monitor	1	149.99	06/18/19 16:43	569 River St, Los Angeles, CA 90001
210166	Bose SoundSport Headphones	1	99.99	06/21/19 21:33	883 Church St, Austin, TX 73301
210167	Apple Airpods Headphones	1	150	06/23/19 14:57	433 13th St, Dallas, TX 75001
210168	USB-C Charging Cable	1	11.95	06/09/19 11:28	690 West St, Seattle, WA 98101
210169	AA Batteries (4-pack)	1	3.84	06/26/19 19:04	890 7th St, San Francisco, CA 94016
210170	Vareebadd Phone	1	400	06/05/19 20:00	405 Pine St, Seattle, WA 98101
210171	Google Phone	1	600	06/30/19 13:59	503 Dogwood St, New York City, NY 10001
210172	USB-C Charging Cable	1	11.95	06/15/19 20:59	661 Ridge St, New York City, NY 10001
210173	20in Monitor	1	109.99	06/29/19 02:07	240 Sunset St, Boston, MA 02215
210174	27in FHD Monitor	1	149.99	06/05/19 15:22	971 Madison St, San Francisco, CA 94016
210175	AAA Batteries (4-pack)	1	2.99	06/26/19 13:56	945 Lincoln St, Austin, TX 73301
210176	Google Phone	1	600	06/28/19 17:53	98 Wilson St, Los Angeles, CA 90001
210177	Wired Headphones	1	11.99	06/26/19 19:23	831 Madison St, Los Angeles, CA 90001
210178	34in Ultrawide Monitor	1	379.99	06/14/19 20:06	2 Lake St, Boston, MA 02215
210179	Google Phone	1	600	06/07/19 15:42	143 Willow St, Boston, MA 02215
210180	27in FHD Monitor	1	149.99	06/18/19 18:59	227 Forest St, New York City, NY 10001
210181	iPhone	1	700	06/01/19 10:30	236 Madison St, Dallas, TX 75001
210182	AA Batteries (4-pack)	1	3.84	06/20/19 17:56	396 Walnut St, Portland, OR 97035
210183	AAA Batteries (4-pack)	2	2.99	06/09/19 01:53	201 Lake St, Boston, MA 02215
210184	Wired Headphones	1	11.99	06/27/19 21:49	551 Madison St, San Francisco, CA 94016
210185	iPhone	1	700	06/27/19 08:16	338 Meadow St, Portland, OR 97035
210186	USB-C Charging Cable	1	11.95	06/04/19 15:47	197 11th St, San Francisco, CA 94016
210187	Lightning Charging Cable	2	14.95	06/28/19 15:36	444 Lincoln St, Boston, MA 02215
210188	AAA Batteries (4-pack)	1	2.99	06/11/19 14:31	462 Meadow St, Boston, MA 02215
210189	iPhone	1	700	06/03/19 17:22	430 Wilson St, New York City, NY 10001
210190	34in Ultrawide Monitor	1	379.99	06/14/19 11:28	475 Sunset St, Los Angeles, CA 90001
210191	Flatscreen TV	1	300	06/27/19 18:47	90 Hickory St, Atlanta, GA 30301
210192	Apple Airpods Headphones	1	150	06/28/19 20:20	114 Lincoln St, Dallas, TX 75001
210193	34in Ultrawide Monitor	1	379.99	06/05/19 12:36	902 Maple St, New York City, NY 10001
210194	USB-C Charging Cable	1	11.95	06/30/19 15:43	518 Chestnut St, Los Angeles, CA 90001
210195	Apple Airpods Headphones	1	150	06/26/19 22:50	343 Adams St, Dallas, TX 75001
210196	AAA Batteries (4-pack)	1	2.99	06/28/19 19:54	505 Cherry St, Seattle, WA 98101
210197	LG Dryer	1	600.0	06/11/19 18:50	187 8th St, San Francisco, CA 94016
210198	27in 4K Gaming Monitor	1	389.99	06/20/19 20:33	437 Lakeview St, Seattle, WA 98101
210199	Google Phone	1	600	06/10/19 11:14	682 Madison St, San Francisco, CA 94016
210200	34in Ultrawide Monitor	1	379.99	06/14/19 20:33	688 Lincoln St, Dallas, TX 75001
210201	Bose SoundSport Headphones	2	99.99	06/18/19 07:20	135 14th St, Austin, TX 73301
210202	Bose SoundSport Headphones	1	99.99	06/28/19 13:26	734 Highland St, Los Angeles, CA 90001
210203	Bose SoundSport Headphones	1	99.99	06/24/19 17:10	172 Highland St, Atlanta, GA 30301
210204	Apple Airpods Headphones	1	150	06/29/19 12:20	72 Lake St, New York City, NY 10001
210205	Flatscreen TV	1	300	06/08/19 16:00	28 13th St, San Francisco, CA 94016
210206	Wired Headphones	1	11.99	06/07/19 17:59	994 Walnut St, Atlanta, GA 30301
210207	Google Phone	1	600	06/16/19 09:47	40 11th St, Portland, OR 97035
210208	USB-C Charging Cable	2	11.95	06/02/19 19:37	591 8th St, Dallas, TX 75001
210209	ThinkPad Laptop	1	999.99	06/09/19 18:18	322 11th St, San Francisco, CA 94016
210210	LG Washing Machine	1	600.0	06/26/19 19:07	948 Maple St, Boston, MA 02215
210211	AA Batteries (4-pack)	1	3.84	06/20/19 12:33	358 Park St, Austin, TX 73301
210212	AA Batteries (4-pack)	1	3.84	06/29/19 11:22	715 11th St, Los Angeles, CA 90001
210213	Bose SoundSport Headphones	1	99.99	06/05/19 11:53	936 Maple St, Los Angeles, CA 90001
210214	27in FHD Monitor	1	149.99	06/18/19 20:00	847 9th St, Los Angeles, CA 90001
210215	AAA Batteries (4-pack)	1	2.99	06/28/19 20:01	106 North St, Atlanta, GA 30301
210216	AAA Batteries (4-pack)	1	2.99	06/14/19 18:52	445 Highland St, Atlanta, GA 30301
210217	20in Monitor	1	109.99	06/16/19 16:58	735 Church St, Atlanta, GA 30301
210218	Lightning Charging Cable	1	14.95	06/01/19 12:12	52 9th St, New York City, NY 10001
210219	USB-C Charging Cable	1	11.95	06/12/19 13:55	896 Lakeview St, Los Angeles, CA 90001
210220	AAA Batteries (4-pack)	1	2.99	06/24/19 14:05	601 Center St, Portland, OR 97035
210221	20in Monitor	1	109.99	06/11/19 11:27	285 1st St, Boston, MA 02215
210222	34in Ultrawide Monitor	1	379.99	06/16/19 10:57	83 Lincoln St, Los Angeles, CA 90001
210223	AAA Batteries (4-pack)	1	2.99	06/24/19 09:30	566 South St, New York City, NY 10001
210224	Apple Airpods Headphones	1	150	06/09/19 20:57	283 Lakeview St, Atlanta, GA 30301
210225	USB-C Charging Cable	1	11.95	06/01/19 16:58	993 Hickory St, Seattle, WA 98101
210226	Flatscreen TV	1	300	06/05/19 08:34	295 Sunset St, San Francisco, CA 94016
210227	USB-C Charging Cable	1	11.95	06/27/19 09:50	479 4th St, Dallas, TX 75001
210228	AA Batteries (4-pack)	1	3.84	06/11/19 06:23	178 Dogwood St, Portland, OR 97035
210229	Lightning Charging Cable	1	14.95	06/07/19 08:00	252 Johnson St, San Francisco, CA 94016
210230	USB-C Charging Cable	1	11.95	06/03/19 21:52	502 Hill St, Los Angeles, CA 90001
210231	Wired Headphones	1	11.99	06/04/19 11:08	650 Johnson St, Boston, MA 02215
210232	Wired Headphones	1	11.99	06/06/19 16:43	969 Forest St, Dallas, TX 75001
210233	AA Batteries (4-pack)	1	3.84	06/12/19 11:52	240 Lincoln St, Seattle, WA 98101
210234	Lightning Charging Cable	1	14.95	06/17/19 19:23	202 4th St, Atlanta, GA 30301
210235	34in Ultrawide Monitor	1	379.99	06/18/19 15:14	922 Ridge St, Boston, MA 02215
210236	Wired Headphones	1	11.99	06/09/19 11:17	246 Lake St, San Francisco, CA 94016
210237	Wired Headphones	1	11.99	06/04/19 08:22	704 8th St, Atlanta, GA 30301
210238	AAA Batteries (4-pack)	1	2.99	06/05/19 13:35	517 Adams St, Seattle, WA 98101
210239	27in 4K Gaming Monitor	1	389.99	06/19/19 18:03	139 Pine St, San Francisco, CA 94016
210240	AAA Batteries (4-pack)	1	2.99	06/04/19 13:36	828 Pine St, San Francisco, CA 94016
210241	Apple Airpods Headphones	1	150	06/04/19 13:49	737 Jackson St, San Francisco, CA 94016
210242	USB-C Charging Cable	2	11.95	06/03/19 19:17	83 Sunset St, Austin, TX 73301
210243	AA Batteries (4-pack)	1	3.84	06/07/19 13:50	970 Lincoln St, San Francisco, CA 94016
210244	Lightning Charging Cable	1	14.95	06/20/19 22:51	229 Sunset St, Austin, TX 73301
210245	AAA Batteries (4-pack)	1	2.99	06/14/19 12:31	711 1st St, Los Angeles, CA 90001
210246	Lightning Charging Cable	1	14.95	06/02/19 23:35	809 Washington St, Portland, OR 97035
210247	Lightning Charging Cable	1	14.95	06/21/19 16:30	370 1st St, Los Angeles, CA 90001
210248	AA Batteries (4-pack)	2	3.84	06/16/19 22:58	165 Highland St, Austin, TX 73301
210249	Google Phone	1	600	06/10/19 05:05	869 Johnson St, San Francisco, CA 94016
210250	Wired Headphones	1	11.99	06/26/19 22:26	977 Ridge St, Los Angeles, CA 90001
210251	USB-C Charging Cable	1	11.95	06/03/19 21:02	110 Dogwood St, New York City, NY 10001
210252	AA Batteries (4-pack)	1	3.84	06/15/19 18:53	10 Center St, Los Angeles, CA 90001
210253	Google Phone	1	600	06/11/19 20:40	963 Lakeview St, Los Angeles, CA 90001
210254	ThinkPad Laptop	1	999.99	06/14/19 13:24	464 6th St, San Francisco, CA 94016
210255	USB-C Charging Cable	1	11.95	06/09/19 21:56	274 5th St, New York City, NY 10001
210256	Lightning Charging Cable	1	14.95	06/01/19 18:27	740 Adams St, San Francisco, CA 94016
210257	34in Ultrawide Monitor	1	379.99	06/16/19 13:33	302 Jefferson St, Boston, MA 02215
210258	34in Ultrawide Monitor	1	379.99	06/01/19 14:03	82 Cherry St, Austin, TX 73301
210259	Wired Headphones	1	11.99	06/05/19 15:08	832 Hill St, San Francisco, CA 94016
210260	AA Batteries (4-pack)	1	3.84	06/22/19 15:59	916 9th St, San Francisco, CA 94016
210261	AA Batteries (4-pack)	2	3.84	06/30/19 10:08	466 Ridge St, Atlanta, GA 30301
210262	AAA Batteries (4-pack)	1	2.99	06/22/19 19:50	912 Meadow St, San Francisco, CA 94016
210263	USB-C Charging Cable	1	11.95	06/29/19 00:45	789 Johnson St, Los Angeles, CA 90001
210264	Lightning Charging Cable	1	14.95	06/25/19 11:42	780 Lake St, New York City, NY 10001
210265	27in FHD Monitor	1	149.99	06/12/19 01:22	620 Highland St, Dallas, TX 75001
210266	27in FHD Monitor	1	149.99	06/14/19 11:43	282 Elm St, Los Angeles, CA 90001
210267	USB-C Charging Cable	1	11.95	06/24/19 10:23	946 Johnson St, Los Angeles, CA 90001
210268	AA Batteries (4-pack)	1	3.84	06/04/19 18:59	498 Park St, Dallas, TX 75001
210269	Bose SoundSport Headphones	1	99.99	06/15/19 21:31	212 Wilson St, Los Angeles, CA 90001
210270	Lightning Charging Cable	1	14.95	06/06/19 12:34	175 Sunset St, Los Angeles, CA 90001
210271	Vareebadd Phone	1	400	06/15/19 16:00	318 Church St, San Francisco, CA 94016
210272	USB-C Charging Cable	1	11.95	06/19/19 05:46	726 Meadow St, San Francisco, CA 94016
210273	AA Batteries (4-pack)	2	3.84	06/19/19 13:42	391 Highland St, San Francisco, CA 94016
210274	27in FHD Monitor	1	149.99	06/22/19 21:48	436 West St, Atlanta, GA 30301
210275	Apple Airpods Headphones	1	150	06/21/19 09:15	63 Forest St, Dallas, TX 75001
210276	ThinkPad Laptop	1	999.99	06/21/19 20:16	719 Cedar St, San Francisco, CA 94016
210277	Lightning Charging Cable	1	14.95	06/16/19 14:39	294 Johnson St, Los Angeles, CA 90001
210278	Flatscreen TV	1	300	06/20/19 11:22	897 Walnut St, Austin, TX 73301
210279	Flatscreen TV	1	300	06/14/19 09:02	809 Spruce St, San Francisco, CA 94016
210280	Bose SoundSport Headphones	1	99.99	06/30/19 21:08	617 8th St, New York City, NY 10001
210281	34in Ultrawide Monitor	1	379.99	06/02/19 20:09	230 9th St, Dallas, TX 75001
210282	ThinkPad Laptop	1	999.99	06/02/19 19:35	572 Jefferson St, San Francisco, CA 94016
210283	Wired Headphones	1	11.99	06/24/19 21:15	774 West St, San Francisco, CA 94016
210284	USB-C Charging Cable	1	11.95	06/16/19 21:00	154 Johnson St, Boston, MA 02215
210285	AAA Batteries (4-pack)	3	2.99	06/14/19 18:49	333 Elm St, Boston, MA 02215
210286	USB-C Charging Cable	1	11.95	06/30/19 17:11	300 Elm St, Los Angeles, CA 90001
210287	Bose SoundSport Headphones	1	99.99	06/17/19 07:28	244 11th St, San Francisco, CA 94016
210288	AAA Batteries (4-pack)	2	2.99	06/11/19 06:44	439 Johnson St, San Francisco, CA 94016
210289	27in 4K Gaming Monitor	1	389.99	06/22/19 23:18	634 Church St, Los Angeles, CA 90001
210290	Apple Airpods Headphones	1	150	06/15/19 10:47	322 Main St, San Francisco, CA 94016
210291	AA Batteries (4-pack)	3	3.84	06/29/19 10:09	706 Sunset St, New York City, NY 10001
210292	Macbook Pro Laptop	2	1700	06/08/19 09:00	953 Ridge St, San Francisco, CA 94016
210293	AA Batteries (4-pack)	2	3.84	06/17/19 13:47	934 North St, Seattle, WA 98101
210294	iPhone	1	700	06/06/19 15:00	771 Chestnut St, Portland, OR 97035
210295	Apple Airpods Headphones	1	150	06/17/19 18:35	944 Meadow St, Los Angeles, CA 90001
210296	27in FHD Monitor	1	149.99	06/19/19 13:41	74 Lincoln St, Los Angeles, CA 90001
210297	AAA Batteries (4-pack)	2	2.99	06/08/19 19:59	336 4th St, Los Angeles, CA 90001
210298	USB-C Charging Cable	1	11.95	06/11/19 20:42	429 10th St, Dallas, TX 75001
210299	Apple Airpods Headphones	1	150	06/06/19 14:26	454 9th St, San Francisco, CA 94016
210300	27in FHD Monitor	1	149.99	06/12/19 10:12	145 Hill St, San Francisco, CA 94016
210301	27in FHD Monitor	1	149.99	06/10/19 16:20	361 Meadow St, Los Angeles, CA 90001
210302	Apple Airpods Headphones	1	150	06/24/19 15:52	800 8th St, Austin, TX 73301
210303	Vareebadd Phone	1	400	06/02/19 19:38	578 7th St, Los Angeles, CA 90001
210304	Apple Airpods Headphones	1	150	06/16/19 19:39	357 4th St, San Francisco, CA 94016
210305	Macbook Pro Laptop	1	1700	06/06/19 06:49	51 Chestnut St, Los Angeles, CA 90001
210306	20in Monitor	1	109.99	06/19/19 19:09	785 Forest St, New York City, NY 10001
210307	27in FHD Monitor	1	149.99	06/03/19 11:54	866 4th St, Los Angeles, CA 90001
210308	AAA Batteries (4-pack)	1	2.99	06/19/19 17:35	433 Lake St, Los Angeles, CA 90001
210309	34in Ultrawide Monitor	1	379.99	06/26/19 10:58	676 Cedar St, Austin, TX 73301
210310	USB-C Charging Cable	1	11.95	06/12/19 10:27	268 Washington St, New York City, NY 10001
210311	Apple Airpods Headphones	1	150	06/25/19 20:48	610 Main St, Los Angeles, CA 90001
210312	Apple Airpods Headphones	1	150	06/19/19 10:42	788 1st St, Portland, OR 97035
210313	AA Batteries (4-pack)	1	3.84	06/09/19 20:04	235 1st St, San Francisco, CA 94016
210314	Wired Headphones	1	11.99	06/06/19 15:31	345 Spruce St, Los Angeles, CA 90001
210315	Lightning Charging Cable	1	14.95	06/22/19 18:13	248 River St, Atlanta, GA 30301
210316	Flatscreen TV	1	300	06/14/19 00:35	676 River St, Dallas, TX 75001
210317	27in FHD Monitor	1	149.99	06/25/19 10:48	18 Dogwood St, San Francisco, CA 94016
210318	34in Ultrawide Monitor	1	379.99	06/22/19 23:07	344 Highland St, Los Angeles, CA 90001
210319	USB-C Charging Cable	1	11.95	06/20/19 18:18	228 Forest St, Seattle, WA 98101
