"etudiant_id","matricule_etudiant","nom_etudiant","prenom_etudiant","sexe_etudiant","date_naissance_etudiant","promotion_id","date_inscription_etudiant"
586,"ISIPA2024586","MUNYAGANA","Sophie","F","2003-09-18",93,"2023-10-24 09:25:00"
587,"UCC2024587","NGUEMA","Jean","H","2001-07-21",94,"2023-10-25 08:50:00"
588,"UPC2024588","MBONY","Marie","F","2003-03-12",94,"2023-10-25 09:05:00"
589,"UPN2024589","KOUASSI","Paul","H","2002-01-28",95,"2023-10-26 09:10:00"
590,"UNIKIN2024590","TCHAPO","Patricia","F","2003-09-18",95,"2023-10-26 09:25:00"
591,"ISC2024591","MBENG","Jean","H","2001-06-05",96,"2023-10-27 08:50:00"
592,"ISIPA2024592","MUKABWA","Alice","F","2003-12-21",96,"2023-10-27 09:05:00"
593,"UCC2024593","TCHOUNGUE","David","H","2002-05-17",97,"2023-10-28 09:10:00"
594,"UPC2024594","MUGISHA","Sophie","F","2003-08-30",97,"2023-10-28 09:25:00"
595,"UPN2024595","NZUE","Jean","H","2001-11-12",98,"2023-10-29 09:05:00"
596,"UNIKIN2024596","RWANDORE","Marie","F","2003-07-25",98,"2023-10-29 09:20:00"
597,"ISC2024597","MBAYE","Paul","H","2002-11-12",99,"2023-10-30 09:05:00"
598,"ISIPA2024598","KOUASSI","Alice","F","2003-07-15",99,"2023-10-01 09:05:00"
599,"UCC2024599","AGBO","David","H","2002-09-12",99,"2023-10-01 09:20:00"
600,"UPC2024600","KONATE","Sophie","F","2003-03-18",100,"2023-10-02 09:10:00"
601,"UPN2024601","KOUADIO","Jean","H","2001-12-05",100,"2023-10-02 09:25:00"
602,"UNIKIN2024602","DOSSOU","Marie","F","2003-05-28",1,"2023-10-03 08:50:00"
603,"ISC2024603","SOW","Paul","H","2002-08-19",1,"2023-10-03 09:05:00"
604,"ISIPA2024604","TCHALA","Patricia","F","2003-11-02",2,"2023-10-04 09:10:00"
605,"UCC2024605","TIDJANI","Michel","H","2001-03-15",2,"2023-10-04 09:25:00"
606,"UPC2024606","KOUROU","Alice","F","2003-07-21",3,"2023-10-05 08:50:00"
607,"UPN2024607","GBAGUIDI","David","H","2002-02-10",3,"2023-10-05 09:05:00"
608,"UNIKIN2024608","NDIAYE","Sophie","F","2003-06-30",4,"2023-10-06 09:10:00"
609,"ISC2024609","TCHAM","Jean","H","2001-11-12",4,"2023-10-06 09:25:00"
610,"ISIPA2024610","ATTA","Marie","F","2003-01-28",5,"2023-10-07 08:50:00"
611,"UCC2024611","KOUASSI","Paul","H","2002-05-17",5,"2023-10-07 09:05:00"
612,"UPC2024612","DIALLO","Patricia","F","2003-09-18",6,"2023-10-08 09:10:00"
613,"UPN2024613","KOSSOU","Jean","H","2001-06-05",6,"2023-10-08 09:25:00"
614,"UNIKIN2024614","TCHAMBOU","Alice","F","2003-12-21",7,"2023-10-09 08:50:00"
615,"ISC2024615","FAYE","David","H","2002-05-17",7,"2023-10-09 09:05:00"
616,"ISIPA2024616","KOUVOU","Sophie","F","2003-08-30",8,"2023-10-10 09:10:00"
617,"UCC2024617","NDIAYE","Jean","H","2001-11-12",8,"2023-10-10 09:25:00"
618,"UPC2024618","TCHOUTA","Marie","F","2003-07-25",9,"2023-10-11 08:50:00"
619,"UPN2024619","KOUADIO","Paul","H","2002-11-12",9,"2023-10-11 09:05:00"
620,"UNIKIN2024620","SALL","Alice","F","2003-07-25",10,"2023-10-12 09:10:00"
621,"ISC2024621","AGBO","Jean","H","2001-05-17",10,"2023-10-12 09:25:00"
622,"ISIPA2024622","KOUADIO","Marie","F","2003-02-28",11,"2023-10-13 08:50:00"
623,"UCC2024623","NDIAYE","Paul","H","2002-09-30",11,"2023-10-13 09:05:00"
624,"UPC2024624","TCHAM","Patricia","F","2003-06-12",12,"2023-10-14 09:10:00"
625,"UPN2024625","ATTA","Michel","H","2001-08-20",12,"2023-10-14 09:25:00"
626,"UNIKIN2024626","TCHALA","Alice","F","2003-03-07",13,"2023-10-15 08:50:00"
627,"ISC2024627","DOSSOU","David","H","2002-01-25",13,"2023-10-15 09:05:00"
628,"ISIPA2024628","KOUROU","Sophie","F","2003-09-18",14,"2023-10-16 09:10:00"
629,"UCC2024629","GBAGUIDI","Jean","H","2001-07-21",14,"2023-10-16 09:25:00"
630,"UPC2024630","TIDJANI","Marie","F","2003-03-12",15,"2023-10-17 08:50:00"
631,"UPN2024631","AGBO","Paul","H","2002-01-28",15,"2023-10-17 09:05:00"
632,"UNIKIN2024632","KONATE","Alice","F","2003-09-18",16,"2023-10-18 09:10:00"
633,"ISC2024633","KOUASSI","Jean","H","2001-06-05",16,"2023-10-18 09:25:00"
634,"ISIPA2024634","DIALLO","David","H","2002-05-17",17,"2023-10-19 08:50:00"
635,"UCC2024635","TCHAPO","Sophie","F","2003-08-30",17,"2023-10-19 09:05:00"
636,"UPC2024636","KOUVOU","Jean","H","2001-11-12",18,"2023-10-20 09:10:00"
637,"UPN2024637","NDIAYE","Marie","F","2003-07-25",18,"2023-10-20 09:25:00"
638,"UNIKIN2024638","FAYE","Paul","H","2002-11-12",19,"2023-10-21 08:50:00"
639,"ISC2024639","KOUADIO","Alice","F","2003-07-25",19,"2023-10-21 09:05:00"
640,"ISIPA2024640","AGBO","Jean","H","2001-05-17",20,"2023-10-22 09:10:00"
641,"UCC2024641","SALL","Marie","F","2003-02-28",20,"2023-10-22 09:25:00"
642,"UPC2024642","KOUADIO","Paul","H","2002-09-30",21,"2023-10-23 08:50:00"
643,"UPN2024643","TCHAM","Patricia","F","2003-06-12",21,"2023-10-23 09:05:00"
644,"UNIKIN2024644","ATTA","Michel","H","2001-08-20",22,"2023-10-24 09:10:00"
645,"ISC2024645","TCHALA","Alice","F","2003-03-07",22,"2023-10-24 09:25:00"
646,"ISIPA2024646","DOSSOU","David","H","2002-01-25",23,"2023-10-25 08:50:00"
647,"UCC2024647","KOUROU","Sophie","F","2003-09-18",23,"2023-10-25 09:05:00"
648,"UPC2024648","GBAGUIDI","Jean","H","2001-07-21",24,"2023-10-26 09:10:00"
649,"UPN2024649","TIDJANI","Marie","F","2003-03-12",24,"2023-10-26 09:25:00"
650,"UNIKIN2024650","AGBO","Paul","H","2002-01-28",25,"2023-10-27 08:50:00"
651,"ISTM2024651","MUTOMBO","Sarah","F","2004-03-12",101,"2024-10-02 09:15:00"
652,"ISTM2024652","ILUNGA","David","H","2003-07-18",101,"2024-10-02 10:30:00"
653,"ISTM2024653","KASONGO","Alice","F","2004-01-22",101,"2024-10-03 11:45:00"
654,"ISTM2024654","KABAMBA","Jean","H","2002-11-05",101,"2024-10-03 14:10:00"
655,"ISTM2024655","MULUMBA","Chantal","F","2003-09-27",101,"2024-10-04 09:05:00"
656,"ISTM2024656","MUKENDI","Joseph","H","2004-06-14",101,"2024-10-04 10:25:00"
657,"ISTM2024657","TSHIPAMBA","Esther","F","2003-02-08",101,"2024-10-05 08:50:00"
658,"ISTM2024658","KABUYA","Michel","H","2002-12-29",101,"2024-10-05 09:40:00"
659,"ISTM2024659","MUPENDA","Nadine","F","2004-04-11",101,"2024-10-06 11:20:00"
660,"ISTM2024660","KAPONDO","Patrick","H","2003-08-16",101,"2024-10-06 13:15:00"
661,"ISTM2024661","MULONGO","Daniel","H","2003-05-14",102,"2024-10-07 09:10:00"
662,"ISTM2024662","KABILA","Ruth","F","2004-01-29",102,"2024-10-07 11:25:00"
663,"ISTM2024663","KASONGA","Albert","H","2002-11-03",102,"2024-10-08 08:45:00"
664,"ISTM2024664","MWAMBA","Gloria","F","2003-08-09",102,"2024-10-08 10:40:00"
665,"ISTM2024665","ILUNGA","Paul","H","2004-06-16",102,"2024-10-08 13:00:00"
666,"ISTM2024666","BOLINGO","Alice","F","2003-12-05",102,"2024-10-09 09:20:00"
667,"ISTM2024667","NGOMA","Patrick","H","2002-10-21",102,"2024-10-09 11:30:00"
668,"ISTM2024668","MUKENDI","Sarah","F","2004-04-19",102,"2024-10-09 13:10:00"
669,"ISTM2024669","KABONGO","Henri","H","2003-03-27",102,"2024-10-10 09:50:00"
670,"ISTM2024670","TAMBWE","Naomi","F","2004-07-13",102,"2024-10-10 11:15:00"
671,"ISTM2024671","MUKOKO","David","H","2002-09-18",103,"2024-10-11 09:30:00"
672,"ISTM2024672","KALALA","Chantal","F","2003-05-08",103,"2024-10-11 10:55:00"
673,"ISTM2024673","MUTOMBO","Jean","H","2004-01-22",103,"2024-10-11 13:40:00"
674,"ISTM2024674","MBUYI","Grace","F","2002-12-11",103,"2024-10-12 09:25:00"
675,"ISTM2024675","NSIMBA","André","H","2003-07-06",103,"2024-10-12 11:30:00"
676,"ISTM2024676","LUMBU","Esther","F","2004-04-27",103,"2024-10-12 14:05:00"
677,"ISTM2024677","MUBENGA","Pierre","H","2003-06-10",103,"2024-10-13 09:40:00"
678,"ISTM2024678","MALU","Marie","F","2002-08-23",103,"2024-10-13 11:20:00"
679,"ISTM2024679","KALONJI","Jonas","H","2003-11-15",103,"2024-10-14 10:15:00"
680,"ISTM2024680","KAYEMBE","Sophie","F","2004-02-28",103,"2024-10-14 13:25:00"
681,"ISTM2024681","MUKUNA","Paul","H","2003-09-19",104,"2024-10-15 09:35:00"
682,"ISTM2024682","MALONGA","Isabelle","F","2004-06-12",104,"2024-10-15 11:05:00"
683,"ISTM2024683","KAPENDA","Jacques","H","2002-07-25",104,"2024-10-15 13:45:00"
684,"ISTM2024684","KASUNGU","Patricia","F","2003-01-16",104,"2024-10-16 09:10:00"
685,"ISTM2024685","KABUNDA","Michel","H","2004-05-03",104,"2024-10-16 11:20:00"
686,"ISTM2024686","MULANGA","Dorcas","F","2003-08-11",104,"2024-10-16 13:30:00"
687,"ISTM2024687","MUSUMBA","Félix","H","2002-10-09",104,"2024-10-17 10:00:00"
688,"ISTM2024688","KATEMBO","Elise","F","2004-09-22",104,"2024-10-17 11:50:00"
689,"ISTM2024689","MUTOMBO","Stéphane","H","2003-12-08",104,"2024-10-18 09:45:00"
690,"ISTM2024690","MBUYI","Sarah","F","2004-03-05",104,"2024-10-18 13:15:00"
691,"ISC2024691","BOKOLO","Christian","H","2003-04-29",105,"2024-10-19 09:10:00"
692,"ISC2024692","NDONGO","Clarisse","F","2004-02-15",105,"2024-10-19 11:25:00"
693,"ISC2024693","MABIALA","Junior","H","2002-06-28",105,"2024-10-19 13:40:00"
694,"ISC2024694","NDOLO","Esther","F","2003-11-04",105,"2024-10-20 09:20:00"
695,"ISC2024695","KOUANGA","Dieudonné","H","2004-09-10",105,"2024-10-20 11:30:00"
696,"ISC2024696","NZAU","Gloria","F","2003-08-25",105,"2024-10-20 13:10:00"
697,"ISC2024697","MAVOUNGOU","Bruno","H","2002-05-14",105,"2024-10-21 10:00:00"
698,"ISC2024698","MASSAMBA","Chantal","F","2004-03-08",105,"2024-10-21 11:40:00"
699,"ISC2024699","KASSA","Roland","H","2003-09-27",105,"2024-10-22 09:15:00"
700,"ISC2024700","NGOLO","Patricia","F","2004-01-19",105,"2024-10-22 11:25:00"
701,"ISC2024701","MABIKA","Louis","H","2002-02-21",106,"2024-10-23 09:30:00"
702,"ISC2024702","NTSIBA","Rachel","F","2003-07-06",106,"2024-10-23 11:10:00"
703,"ISC2024703","MAVOUNDA","Victor","H","2004-05-18",106,"2024-10-23 13:40:00"
704,"ISC2024704","KIMBANGU","Sylvie","F","2002-12-25",106,"2024-10-24 09:05:00"
705,"ISC2024705","KONDE","Aimé","H","2003-11-10",106,"2024-10-24 11:20:00"
706,"ISC2024706","KIMENGA","Claudine","F","2004-02-07",106,"2024-10-24 13:00:00"
707,"ISC2024707","NKOLE","François","H","2003-03-19",106,"2024-10-25 09:40:00"
708,"ISC2024708","MAVOUNGOU","Rosalie","F","2002-08-22",106,"2024-10-25 11:15:00"
709,"ISC2024709","MOUKILA","Christian","H","2004-09-14",106,"2024-10-26 09:50:00"
710,"ISC2024710","OUAMBA","Fleury","F","2003-04-08",106,"2024-10-26 11:30:00"
711,"ISIPA2024711","KABILA","Joseph","H","2002-10-29",107,"2024-10-27 09:30:00"
712,"ISIPA2024712","MAVOUNGOU","Clarisse","F","2003-12-16",107,"2024-10-27 11:20:00"
713,"ISIPA2024713","MOKOKO","André","H","2004-01-09",107,"2024-10-27 13:15:00"
714,"ISIPA2024714","NGOUABI","Marie","F","2003-05-20",107,"2024-10-28 09:40:00"
715,"ISIPA2024715","YOKA","David","H","2004-09-02",107,"2024-10-28 11:30:00"
716,"ISIPA2024716","LOUMOUAMOU","Sandra","F","2003-06-13",107,"2024-10-28 13:25:00"
717,"ISIPA2024717","MOKILI","Henri","H","2002-11-27",107,"2024-10-29 09:25:00"
718,"ISIPA2024718","MAVOUNDA","Estelle","F","2004-04-06",107,"2024-10-29 11:10:00"
719,"ISIPA2024719","KABONGO","Franck","H","2003-07-22",107,"2024-10-29 13:05:00"
720,"ISIPA2024720","NZAU","Céline","F","2004-08-17",107,"2024-10-30 09:10:00"
721,"ISIPA2024721","KABONGO","Patrick","H","2003-04-15",101,"2024-10-02 09:10:00"
722,"ISIPA2024722","MULONGO","Sarah","F","2004-06-27",102,"2024-10-02 10:25:00"
723,"ISIPA2024723","MUKENDI","Jean-Paul","H","2002-09-11",103,"2024-10-03 08:50:00"
724,"ISC2024724","TUMBA","Alice","F","2003-07-19",104,"2024-10-03 09:30:00"
725,"ISC2024725","KASONGO","David","H","2001-12-05",105,"2024-10-03 10:40:00"
726,"ISC2024726","MBUYI","Chantal","F","2004-01-23",106,"2024-10-04 11:15:00"
727,"ISTM2024727","ILUNGA","Joseph","H","2002-08-08",107,"2024-10-04 13:00:00"
728,"ISTM2024728","MUTOMBO","Esther","F","2004-05-17",108,"2024-10-05 09:45:00"
729,"ISTM2024729","KABILA","Michel","H","2003-03-22",109,"2024-10-05 11:30:00"
730,"UCC2024730","MALU","Nadine","F","2004-07-09",113,"2024-10-06 09:05:00"
731,"UCC2024731","KANKONDA","Pierre","H","2002-10-14",114,"2024-10-06 10:25:00"
732,"UCC2024732","NSIMBA","Claudine","F","2003-09-01",115,"2024-10-06 11:45:00"
733,"UCC2024733","KABILA","Junior","H","2001-11-27",116,"2024-10-07 08:50:00"
734,"UCC2024734","MUKOKO","Alice","F","2004-04-10",117,"2024-10-07 10:15:00"
735,"UCC2024735","MBOMA","Jean","H","2002-12-19",118,"2024-10-07 13:20:00"
736,"UPC2024736","BOKOLO","Christelle","F","2004-05-05",128,"2024-10-08 09:10:00"
737,"UPC2024737","KANYAMA","Serge","H","2002-02-28",129,"2024-10-08 10:30:00"
738,"UPC2024738","MAMPUYA","Patricia","F","2003-11-03",130,"2024-10-08 11:45:00"
739,"UPC2024739","KABONGO","Daniel","H","2001-08-15",131,"2024-10-09 09:20:00"
740,"UPC2024740","ILUNGA","Sarah","F","2003-01-09",132,"2024-10-09 10:50:00"
741,"UPC2024741","MUKUNA","Paul","H","2002-04-12",133,"2024-10-09 13:10:00"
742,"UPC2024742","KASONGO","Nadine","F","2004-06-30",134,"2024-10-10 09:15:00"
743,"UPC2024743","MBUYU","David","H","2003-07-25",135,"2024-10-10 11:30:00"
744,"UPC2024744","MULUMBA","Alice","F","2002-03-18",136,"2024-10-10 13:25:00"
745,"UPC2024745","KAPENDA","Jean","H","2001-09-22",137,"2024-10-11 09:05:00"
746,"UPC2024746","NSITU","Claudine","F","2004-02-06",138,"2024-10-11 11:45:00"
747,"UPC2024747","KASONGO","Patrick","H","2002-12-27",139,"2024-10-11 13:40:00"
748,"UPC2024748","MBUYI","Christelle","F","2003-08-21",140,"2024-10-12 09:50:00"
749,"UPC2024749","ILUNGA","Joseph","H","2002-10-19",141,"2024-10-12 11:20:00"
750,"ISIPA2024750","MUKENGESHAYI","Grace","F","2004-01-12",119,"2024-10-12 14:00:00"
751,"ISC2024751","TUBIANGA","Arsène","H","2002-05-07",110,"2024-10-13 09:05:00"
752,"ISC2024752","NGOMA","Carine","F","2003-09-24",111,"2024-10-13 10:40:00"
753,"ISC2024753","MULUBALUBA","Jonas","H","2001-07-19",112,"2024-10-13 12:15:00"
754,"ISC2024754","KAPONDO","Esther","F","2004-11-11",113,"2024-10-14 09:20:00"
755,"ISTM2024755","KABUYA","Michel","H","2003-04-23",114,"2024-10-14 10:30:00"
756,"ISTM2024756","MUPENDA","Alice","F","2004-09-13",115,"2024-10-14 11:45:00"
757,"ISTM2024757","MULUMBA","David","H","2002-02-20",116,"2024-10-15 09:40:00"
758,"UCC2024758","KABAMBA","Sarah","F","2004-05-28",117,"2024-10-15 11:25:00"
759,"UCC2024759","MUTOMBO","Jean","H","2002-08-03",118,"2024-10-15 13:15:00"
760,"UPC2024760","KALONJI","Chantal","F","2003-03-09",128,"2024-10-16 09:05:00"
761,"ISIPA2024761","MUTSHAILA","Patrick","H","2003-06-21",108,"2024-10-01 09:20:00"
762,"ISIPA2024762","KAPINGA","Esther","F","2004-02-03",108,"2024-10-01 10:45:00"
763,"ISIPA2024763","NGOY","Fabrice","H","2002-07-15",108,"2024-10-01 13:30:00"
764,"ISIPA2024764","TUKEBANA","Grace","F","2003-05-09",108,"2024-10-02 09:10:00"
765,"ISIPA2024765","MULOWAYI","Joseph","H","2004-04-12",108,"2024-10-02 11:25:00"
766,"ISIPA2024766","KABONGO","Nadine","F","2003-09-18",108,"2024-10-02 13:40:00"
767,"ISIPA2024767","MUKENA","David","H","2002-11-23",108,"2024-10-03 09:35:00"
768,"ISIPA2024768","TONGA","Aline","F","2004-01-29",108,"2024-10-03 11:05:00"
769,"ISIPA2024769","KABILA","Albert","H","2003-03-14",108,"2024-10-03 13:20:00"
770,"ISIPA2024770","LUKUSA","Sarah","F","2004-07-08",108,"2024-10-04 09:50:00"
771,"ISIPA2024771","MALU","François","H","2002-08-17",109,"2024-10-04 11:35:00"
772,"ISIPA2024772","TSHIBANGU","Rachel","F","2003-04-22",109,"2024-10-04 13:15:00"
773,"ISIPA2024773","MWAMBA","Paul","H","2004-05-19",109,"2024-10-05 09:05:00"
774,"ISIPA2024774","KALONJI","Claudine","F","2003-12-09",109,"2024-10-05 10:55:00"
775,"ISIPA2024775","MUKENDI","Jean","H","2002-09-30",109,"2024-10-05 13:45:00"
776,"ISIPA2024776","KABAMBA","Alice","F","2004-01-07",109,"2024-10-06 09:15:00"
777,"ISIPA2024777","MULUMBA","Félix","H","2003-06-02",109,"2024-10-06 11:20:00"
778,"ISIPA2024778","ILUNGA","Sandrine","F","2004-02-26",109,"2024-10-06 13:10:00"
779,"ISIPA2024779","KAPINGA","Jonas","H","2002-07-11",109,"2024-10-07 09:25:00"
780,"ISIPA2024780","KASONGO","Mireille","F","2003-03-04",109,"2024-10-07 11:50:00"
781,"ISC2024781","MUTOMBO","Eric","H","2003-01-15",110,"2024-10-07 13:30:00"
782,"ISC2024782","KABUYA","Chantal","F","2004-09-20",110,"2024-10-08 09:20:00"
783,"ISC2024783","MUKOKO","André","H","2002-05-24",110,"2024-10-08 11:10:00"
784,"ISC2024784","TAMBWE","Esther","F","2003-07-12",110,"2024-10-08 13:45:00"
785,"ISC2024785","MUKUNA","Patrick","H","2004-06-18",110,"2024-10-09 09:15:00"
786,"ISC2024786","NGOLO","Clarisse","F","2003-08-06",110,"2024-10-09 11:05:00"
787,"ISC2024787","TSHILOMBO","Pierre","H","2002-12-28",110,"2024-10-09 13:00:00"
788,"ISC2024788","KASADI","Jeanne","F","2004-02-19",110,"2024-10-10 09:30:00"
789,"ISC2024789","KAPITA","Louis","H","2003-09-03",110,"2024-10-10 11:50:00"
790,"ISC2024790","MBUYI","Clémentine","F","2004-04-17",110,"2024-10-10 13:20:00"
791,"ISC2024791","KALUME","Jean","H","2002-10-23",111,"2024-10-11 09:10:00"
792,"ISC2024792","MULEMBA","Alice","F","2004-06-14",111,"2024-10-11 11:35:00"
793,"ISC2024793","MUKENDI","Pierre","H","2003-12-01",111,"2024-10-11 13:15:00"
794,"ISC2024794","KASONGO","Nadine","F","2002-03-19",111,"2024-10-12 09:05:00"
795,"ISC2024795","MUTAMBALA","Michel","H","2003-07-27",111,"2024-10-12 11:30:00"
796,"ISC2024796","MBUYI","Esther","F","2004-05-15",111,"2024-10-12 13:40:00"
797,"ISC2024797","TULIZO","Jonas","H","2003-01-05",111,"2024-10-13 09:20:00"
798,"ISC2024798","KAPINGA","Rachel","F","2004-02-22",111,"2024-10-13 11:05:00"
799,"ISC2024799","MULONGO","David","H","2002-09-09",111,"2024-10-13 13:15:00"
800,"ISC2024800","MUKOKO","Déborah","F","2003-08-11",111,"2024-10-14 09:40:00"
801,"ISC2024801","NGOMA","Patrick","H","2004-03-07",112,"2024-10-14 11:20:00"
802,"ISC2024802","MULUMBA","Claudine","F","2003-05-23",112,"2024-10-14 13:30:00"
803,"ISC2024803","ILUNGA","Serge","H","2002-06-09",112,"2024-10-15 09:35:00"
804,"ISC2024804","KASADI","Florence","F","2004-07-02",112,"2024-10-15 11:15:00"
805,"ISC2024805","KABONGO","André","H","2003-11-24",112,"2024-10-15 13:20:00"
806,"ISC2024806","MUKUNA","Sarah","F","2002-09-14",112,"2024-10-16 09:25:00"
807,"ISC2024807","KABAMBA","Paul","H","2003-03-28",112,"2024-10-16 11:10:00"
808,"ISC2024808","KATEMBO","Alice","F","2004-01-31",112,"2024-10-16 13:45:00"
809,"ISC2024809","MULONGO","Fiston","H","2002-04-05",112,"2024-10-17 09:50:00"
810,"ISC2024810","TSHILOMBO","Irène","F","2004-06-27",112,"2024-10-17 11:35:00"
811,"ISIPA2024811","KABILA","Henri","H","2003-02-20",113,"2024-10-17 13:25:00"
812,"ISIPA2024812","TUKEBANA","Rose","F","2004-09-15",113,"2024-10-18 09:10:00"
813,"ISIPA2024813","KASONGO","Éric","H","2002-12-21",113,"2024-10-18 11:40:00"
814,"ISIPA2024814","MULUMBA","Rachel","F","2003-07-08",113,"2024-10-18 13:20:00"
815,"ISIPA2024815","MUKENDI","Daniel","H","2004-04-19",113,"2024-10-19 09:15:00"
816,"ISIPA2024816","ILUNGA","Esther","F","2002-10-04",113,"2024-10-19 11:05:00"
817,"ISIPA2024817","KABONGO","Junior","H","2003-01-11",113,"2024-10-19 13:30:00"
818,"ISIPA2024818","MULONGO","Solange","F","2004-02-22",113,"2024-10-20 09:25:00"
819,"ISIPA2024819","TAMBWE","Didier","H","2003-06-14",113,"2024-10-20 11:40:00"
820,"ISIPA2024820","KABILA","Thérèse","F","2004-05-28",113,"2024-10-20 13:15:00"
821,"ISIPA2024821","KASAI","Lucien","H","2003-04-11",101,"2024-10-05 09:20:00"
822,"ISIPA2024822","MALU","Christelle","F","2004-06-27",102,"2024-10-05 10:15:00"
823,"ISIPA2024823","MBOMA","Patrick","H","2002-08-19",103,"2024-10-05 11:10:00"
824,"ISIPA2024824","MUKENDI","Nadine","F","2004-01-30",101,"2024-10-06 09:05:00"
825,"ISC2024825","KABILA","Joseph","H","2002-05-22",104,"2024-10-06 10:00:00"
826,"ISC2024826","NGOMA","Alice","F","2003-09-14",105,"2024-10-06 11:05:00"
827,"ISC2024827","TUMBA","David","H","2001-07-09",106,"2024-10-07 09:50:00"
828,"ISC2024828","MUTOMBO","Chantal","F","2004-03-12",104,"2024-10-07 11:20:00"
829,"ISTM2024829","ILUNGA","Pierre","H","2002-02-17",107,"2024-10-07 13:30:00"
830,"ISTM2024830","MULUMBA","Sarah","F","2004-07-21",108,"2024-10-08 09:25:00"
831,"ISTM2024831","KAPONDO","Michel","H","2003-10-02",109,"2024-10-08 10:40:00"
832,"ISTM2024832","KABONGO","Esther","F","2004-05-15",107,"2024-10-08 11:55:00"
833,"UCC2024833","MUKUNA","Patrick","H","2002-09-29",113,"2024-10-09 09:05:00"
834,"UCC2024834","KASONGO","Alice","F","2003-12-18",114,"2024-10-09 10:25:00"
835,"UCC2024835","KABUYA","Jean","H","2001-08-05",115,"2024-10-09 11:45:00"
836,"UCC2024836","MBUYU","Chantal","F","2004-02-22",113,"2024-10-09 13:10:00"
837,"UCC2024837","KALONJI","Pierre","H","2002-03-10",116,"2024-10-10 09:30:00"
838,"UCC2024838","NSITU","Sarah","F","2003-04-27",117,"2024-10-10 10:50:00"
839,"UCC2024839","MUKOKO","David","H","2001-12-14",118,"2024-10-10 12:15:00"
840,"UPC2024840","BOKOLO","Nadine","F","2004-09-06",128,"2024-10-11 09:15:00"
841,"UPC2024841","KANYAMA","Paul","H","2002-06-23",129,"2024-10-11 10:35:00"
842,"UPC2024842","MAMPUYA","Claudine","F","2003-07-09",130,"2024-10-11 11:55:00"
843,"UPC2024843","KABILA","Michel","H","2001-09-02",131,"2024-10-11 13:25:00"
844,"UPC2024844","ILUNGA","Esther","F","2004-01-16",132,"2024-10-12 09:40:00"
845,"UPC2024845","MUKENDI","Joseph","H","2003-05-28",133,"2024-10-12 11:00:00"
846,"UPC2024846","KASONGO","Patricia","F","2002-08-07",134,"2024-10-12 12:30:00"
847,"UPC2024847","MBUYI","Arsène","H","2001-11-25",135,"2024-10-12 13:55:00"
848,"UPC2024848","MULUMBA","Alice","F","2004-10-14",136,"2024-10-13 09:20:00"
849,"UPC2024849","KAPENDA","Paul","H","2002-12-09",137,"2024-10-13 10:50:00"
850,"UPC2024850","NSITU","Claudine","F","2003-09-13",138,"2024-10-13 12:15:00"
851,"UPC2024851","KASONGO","David","H","2001-02-18",139,"2024-10-14 09:45:00"
852,"UPC2024852","MBUYI","Sarah","F","2004-03-25",140,"2024-10-14 11:20:00"
853,"UPC2024853","ILUNGA","Michel","H","2002-07-01",141,"2024-10-14 13:05:00"
854,"ISIPA2024854","MUKENGESHAYI","Grace","F","2004-05-07",119,"2024-10-15 09:05:00"
855,"ISC2024855","TUBIANGA","Arsène","H","2002-10-03",110,"2024-10-15 10:40:00"
856,"ISC2024856","NGOMA","Carine","F","2003-01-29",111,"2024-10-15 12:15:00"
857,"ISC2024857","MULUBALUBA","Jonas","H","2001-05-21",112,"2024-10-16 09:20:00"
858,"ISTM2024858","KAPONDO","Esther","F","2004-11-11",113,"2024-10-16 10:30:00"
859,"ISTM2024859","KABUYA","Michel","H","2003-04-23",114,"2024-10-16 11:45:00"
860,"ISTM2024860","MUPENDA","Alice","F","2004-09-13",115,"2024-10-16 13:10:00"
861,"ISIPA2024861","KABILA","Jonas","H","2002-03-14",102,"2024-10-16 09:25:00"
862,"ISIPA2024862","MUTOMBO","Chantal","F","2004-06-22",103,"2024-10-16 11:10:00"
863,"ISIPA2024863","ILUNGA","Pierre","H","2001-09-07",101,"2024-10-17 09:15:00"
864,"ISIPA2024864","KABONGO","Esther","F","2003-08-19",103,"2024-10-17 10:40:00"
865,"ISC2024865","TUMBA","David","H","2002-02-11",104,"2024-10-17 12:20:00"
866,"ISC2024866","NGOMA","Sarah","F","2004-01-16",105,"2024-10-17 13:50:00"
867,"ISC2024867","KASONGO","Patrick","H","2003-05-09",106,"2024-10-18 09:05:00"
868,"ISC2024868","MBUYU","Claudine","F","2002-07-29",104,"2024-10-18 10:35:00"
869,"ISTM2024869","MUKENDI","Joseph","H","2001-10-24",107,"2024-10-18 12:15:00"
870,"ISTM2024870","MULUMBA","Alice","F","2003-11-30",108,"2024-10-18 13:40:00"
871,"ISTM2024871","KAPONDO","David","H","2002-05-06",109,"2024-10-19 09:20:00"
872,"ISTM2024872","MUTOMBO","Claudine","F","2004-02-15",107,"2024-10-19 11:00:00"
873,"UCC2024873","KASAI","Jean","H","2001-08-28",113,"2024-10-19 12:25:00"
874,"UCC2024874","MULUBALUBA","Esther","F","2003-06-21",114,"2024-10-20 09:05:00"
875,"UCC2024875","KABONGO","Michel","H","2002-09-02",115,"2024-10-20 10:20:00"
876,"UCC2024876","MALU","Alice","F","2004-07-15",113,"2024-10-20 11:45:00"
877,"UCC2024877","ILUNGA","David","H","2001-04-18",116,"2024-10-20 13:30:00"
